modality,coef,mean_abs_shap,mean_shap,std_shap,pct_contribution
transcript,0.20041893422603607,0.07530493987749112,0.014012088267318555,0.0874793864958609,37.30926545873485
landmarks,0.13900476694107056,0.047030571458750975,0.01029578843170184,0.06067316949325973,23.30094251565848
speech,0.11435694247484207,0.040408014744418144,0.005678487212861799,0.0499148215513133,20.0198466556454
fullbody,0.07520516216754913,0.025444751509042775,0.005570286945462386,0.032825748723381204,12.606410550580323
raw_face,0.03995075449347496,0.013651503900448857,-0.0015692949477678281,0.017437812009439425,6.763534819380954
