subject_id,story_id,n_points,ccc,mae,rmse,pred_mean,true_mean,pred_std,true_std,warnings
1,2,7400,0.6729380850572743,0.3337510579373386,0.39419746049373433,-0.2729124428049938,-0.05060810810810806,0.4555873838839037,0.4670489967226822,
2,2,6525,0.46702553086128296,0.17450315281646003,0.2032839404126538,0.040059768322327126,0.049578544061302667,0.2041863187774403,0.1890838330955614,
3,2,7225,0.7016327124615888,0.342146662942266,0.41209665785920147,-0.3521430107342743,-0.10847058823529417,0.4383084106329398,0.5636364383200185,
4,2,7575,0.6480238218266412,0.29938113689265233,0.35740637957199395,-0.11136931395766758,0.10122772277227722,0.33581627012509896,0.4527143778126696,
5,2,10875,0.7158782513807576,0.3494479498065751,0.4280908929430472,-0.1393725408027912,-0.025195402298850617,0.5121164994164417,0.608039355938138,
6,2,7150,0.6204996598512079,0.25589848311360064,0.32914462315612086,-0.2008138639516347,-0.05437762237762237,0.336014329443647,0.388743354750764,
7,2,7000,0.6845683134480577,0.24020252084061505,0.280698232157191,0.0855994271439101,-0.02507142857142857,0.37926618026769726,0.3061022154877853,
8,2,7850,0.4505205592053769,0.3176469629101313,0.394349799610113,-0.019484155774353796,-0.05445859872611465,0.36065910322646627,0.38951038170748287,
9,2,10325,0.4710658089476911,0.1857785199534229,0.2532675620126989,0.16332972250175246,0.08925907990314769,0.23977656871455272,0.24143714825600304,
10,2,9850,0.42582279563826403,0.5745193565590732,0.6764951003041632,-0.394017437679816,-0.1036243654822335,0.564743328786246,0.6275211574609622,
